old_object_in_surp,new_object_in_surp,which_side_old_object_displayed
img/object_images/Tin01.jpg,img/object_images/fire_alarm01.jpg,left
img/object_images/hoverboard01.jpg,img/object_images/adapter01.jpg,left
img/object_images/floppy_disk02.jpg,img/object_images/Ointment01.jpg,right
img/object_images/toy_train02.jpg,img/object_images/tool.jpg,right
img/object_images/bucket02.jpg,img/object_images/drill01.jpg,left
img/object_images/yarn02.jpg,img/object_images/nail_clippers01.jpg,left
img/object_images/camera05.jpg,img/object_images/microphone02.jpg,left
img/object_images/bottle02.jpg,img/object_images/canvas01.jpg,left
img/object_images/combs01.jpg,img/object_images/phone05.jpg,left
img/object_images/Violin01.jpg,img/object_images/kitchen_mixer01.jpg,left
img/object_images/basket02.jpg,img/object_images/faucet02.jpg,left
img/object_images/dog_leash01.jpg,img/object_images/scissors01.jpg,right
img/object_images/bottle12.jpg,img/object_images/lighter02.jpg,right
img/object_images/note_book01.jpg,img/object_images/drum01.jpg,left
img/object_images/stereo02.jpg,img/object_images/water_sprinkler01.jpg,right
img/object_images/toy03.jpg,img/object_images/remote_controller02.jpg,left
img/object_images/sleeping_bag01.jpg,img/object_images/Weight01.jpg,right
img/object_images/clock02.jpg,img/object_images/camera04.jpg,left
img/object_images/spatula02.jpg,img/object_images/case01.jpg,left
img/object_images/tool08.jpg,img/object_images/Art_Supplies01.jpg,left
img/object_images/book02.jpg,img/object_images/sleeping_supplies01.jpg,left
img/object_images/exfoliater_brush01.jpg,img/object_images/pedal01.jpg,right
img/object_images/shovel01.jpg,img/object_images/ice_tray02.jpg,left
img/object_images/Candle_Holder01.jpg,img/object_images/ice_tray01.jpg,left
img/object_images/blender01.jpg,img/object_images/blood_bag01.jpg,right
img/object_images/sink_filter01 (1).jpg,img/object_images/bag02.jpg,right
img/object_images/gloves05.jpg,img/object_images/cloth_clip01.jpg,left
img/object_images/tool02.jpg,img/object_images/tape01.jpg,right
img/object_images/book01.jpg,img/object_images/scissors03.jpg,left
img/object_images/trumpet01.jpg,img/object_images/video_game04.jpg,right
img/object_images/audio_port01.jpg,img/object_images/highlighter01.jpg,left
img/object_images/TrashCan02.jpg,img/object_images/car08.jpg,left
img/object_images/candle02.jpg,img/object_images/Bow02.jpg,left
img/object_images/origami01.jpg,img/object_images/bean_bag01.jpg,right
img/object_images/toy08.jpg,img/object_images/pitcher06.jpg,right
img/object_images/Ring02.jpg,img/object_images/jumpsuit01.jpg,right
img/object_images/bag04.jpg,img/object_images/Stapler01.jpg,left
img/object_images/backpack03.jpg,img/object_images/ethernet_cable01.jpg,right
img/object_images/computer_mouse01.jpg,img/object_images/car05.jpg,left
img/object_images/lock03.jpg,img/object_images/boat03.jpg,right
img/object_images/water_gun01.jpg,img/object_images/mortar_pestle02.jpg,right
img/object_images/jewelry01.jpg,img/object_images/pitcher04.jpg,right
img/object_images/MeasuringCup01.jpg,img/object_images/lights04.jpg,left
img/object_images/toy01.jpg,img/object_images/bag03.jpg,left
img/object_images/kite01.jpg,img/object_images/video_game05.jpg,right
img/object_images/fan04.jpg,img/object_images/Top02.jpg,right
img/object_images/video_game06.jpg,img/object_images/lantern02.jpg,left
img/object_images/bookmark01.jpg,img/object_images/fridge01.jpg,left
